cogs_pct_growth,revenue_growth,gross_profit_growth,gross_profit_pct_growth,ebitda_growth,ebitda_pct_growth,ebit_growth,ebit_pct_growth,pre_tax_income_growth,pre_tax_income_pct_growth,net_income_growth,net_income_pct_growth,dividends_per_share,shares_outstanding_basic,total_assets,total_liabilities,shareholders_equity,retained_earnings,tangible_shareholders_equity,total_assets_growth,total_liabilities_growth,shareholders_equity_growth,retained_earnings_growth,tangible_shareholders_equity_growth,cash_from_operations,cash_from_investing,cash_from_financing,free_cashflow,free_cashflow_per_share_diluted,cash_from_operations_growth,cash_from_investing_growth,cash_from_financing_growth,free_cashflow_growth,free_cashflow_per_share_diluted_growth,roe,roe_growth,roic,roic_growth,roce,roce_growth,debt_to_equity,debt_to_equity_growth,leverage,leverage_growth,current_ratio,current_ratio_growth,acid_test,acid_test_growth,days_in_inventory,days_in_inventory_growth,inventory_turns,inventory_turns_growth,days_sales_outstanding,days_sales_outstanding_growth,days_payable_outstanding,days_payable_outstanding_growth,ppe_turnover,ppe_turnover_growth,total_asset_turnover,total_asset_turnover_growth,score
8.3,32.5,26.31,-4.69,17.8,-11.29,15.1,-13.38,-19.35,-39.13,-27.17,-45.24,0.94,4568000000.0,79974000000.0,48095000000.0,31879000000.0,53621000000.0,18410000000.0,9.67,14.94,2.58,8.81,2.08,9474000000.0,-2524000000.0,-2234000000.0,6554000000.0,1.41,-0.61,-42.7,-35.53,-10.43,-10.19,0.27,-28.95,0.24,14.29,0.2,17.65,1.51,11.85,0.3,-6.25,1.05,-10.26,0.92,-9.8,61.96,-18.69,5.89,22.96,38.58,-16.2,43.52,-19.79,3.12,31.09,0.58,20.83,0.28
1.38,3.2,2.25,-0.99,6.0,2.91,6.8,3.86,3.06,-0.12,5.07,2.17,1.02,4504000000.0,86174000000.0,53068000000.0,33106000000.0,58045000000.0,19701000000.0,7.75,10.34,3.85,8.25,7.01,10645000000.0,-11404000000.0,-3347000000.0,7865000000.0,1.72,12.36,351.82,49.82,20.0,21.99,0.27,0.0,0.24,0.0,0.2,0.0,1.6,5.96,0.29,-3.33,1.09,3.81,0.97,5.43,62.53,0.92,5.84,-0.85,36.18,-6.22,37.72,-13.33,3.32,6.41,0.56,-3.45,0.07
-4.81,5.5,7.35,1.77,18.5,12.61,20.4,14.09,21.55,15.18,27.39,20.86,1.49,218400000.0,3712000000.0,1652000000.0,2060000000.0,2710000000.0,765000000.0,9.73,11.02,8.71,9.98,36.61,527000000.0,203000000.0,-406000000.0,488000000.0,2.21,-3.3,-680.0,-36.26,-4.5,-35.38,0.28,16.67,0.33,10.0,0.28,12.0,0.8,1.27,0.25,-10.71,2.79,-0.36,1.88,17.5,273.96,-1.08,1.33,0.76,53.18,12.46,53.35,29.3,8.66,25.69,0.92,-3.16,0.68
1.42,6.2,5.66,-0.54,-8.1,-13.43,-7.8,-13.15,-8.32,-13.63,-10.31,-15.48,0.89,214500000.0,3477000000.0,1408000000.0,2069000000.0,3031000000.0,784000000.0,-6.33,-14.77,0.44,11.85,2.48,516000000.0,-68000000.0,-662000000.0,458000000.0,2.11,-2.09,-133.5,63.05,-6.15,-4.52,0.25,-10.71,0.31,-6.06,0.26,-7.14,0.68,-15.0,0.29,16.0,4.33,55.2,2.57,36.7,280.04,2.22,1.3,-2.26,47.97,-9.8,47.2,-11.53,9.06,4.62,1.04,13.04,0.49
-7.98,4.7,7.59,2.83,13.4,8.19,14.0,8.72,13.82,8.7,15.2,9.86,4.98,213400000.0,3626000000.0,1998000000.0,1628000000.0,2500000000.0,343000000.0,4.29,41.9,-21.31,-17.52,-56.25,537000000.0,-97000000.0,-576000000.0,442000000.0,2.05,4.07,42.65,-12.99,-3.49,-2.84,0.36,44.0,0.34,9.68,0.28,7.69,1.23,80.88,0.42,44.83,3.85,-11.09,2.1,-18.29,337.65,20.57,1.08,-16.92,52.86,10.19,54.3,15.04,8.41,-7.17,1.04,0.0,0.54
-1.46,1.9,2.91,1.01,-3.4,-5.29,-5.6,-7.61,-5.41,-7.14,-4.86,-6.0,0.9,240400000.0,8859000000.0,6400000000.0,2459000000.0,400000000.0,-3216000000.0,0.95,14.51,-22.84,359.77,28.74,2535000000.0,-225000000.0,-2280000000.0,2289000000.0,9.44,193.06,-10.36,311.55,317.7,339.07,0.21,23.53,0.25,38.89,0.14,0.0,2.6,48.57,0.57,5.56,0.98,-34.67,0.8,-32.77,39.71,-7.24,9.19,7.74,34.71,-2.61,48.49,17.78,4.83,-3.21,0.64,1.59,0.35
5.78,4.7,0.74,-3.82,1.0,-3.72,-0.1,-4.4,12.67,7.55,14.77,9.57,1.21,218700000.0,9283000000.0,7020000000.0,2263000000.0,740000000.0,-3394000000.0,4.79,9.69,-7.97,85.0,5.53,783000000.0,-240000000.0,-152000000.0,545000000.0,2.46,-69.11,6.67,-93.33,-76.19,-73.94,0.27,28.57,0.23,-8.0,0.14,0.0,3.1,19.23,0.55,-3.51,0.92,-6.12,0.81,1.25,31.14,-21.58,11.72,27.53,36.17,4.21,38.92,-19.74,5.12,6.0,0.64,0.0,0.4
-0.95,1.6,2.25,0.69,5.9,4.35,6.5,4.6,5.73,4.08,3.8,1.94,1.36,210600000.0,8928000000.0,6648000000.0,2280000000.0,1080000000.0,-3387000000.0,-3.82,-5.3,0.75,45.95,-0.21,482000000.0,-217000000.0,-603000000.0,265000000.0,1.25,-38.44,-9.58,296.71,-51.38,-49.19,0.28,3.7,0.21,-8.7,0.14,0.0,2.92,-5.81,0.61,10.91,1.08,17.39,0.92,13.58,28.76,-7.64,12.69,8.28,33.61,-7.08,41.32,6.17,4.99,-2.54,0.67,4.69,0.44
1.84,-3.2,-4.98,-1.78,-3.6,-0.41,-3.8,-0.99,-3.17,0.05,11.27,15.13,1.64,2952200000.0,134833000000.0,71451000000.0,63382000000.0,57309000000.0,-25736000000.0,-6.36,-4.09,-8.8,16.99,5.02,14919000000.0,-2353000000.0,-10814000000.0,11681000000.0,3.7,-0.59,-7.69,-27.15,-2.35,2.49,0.21,23.53,0.18,5.88,0.15,7.14,1.13,5.61,0.3,0.0,0.71,-10.13,0.49,-5.77,64.91,-17.04,5.62,20.34,27.77,-10.82,56.42,-10.43,3.94,2.6,0.57,3.64,0.17
-5.35,1.1,6.63,5.24,2.1,0.83,2.3,1.5,3.16,2.02,-5.21,-6.29,1.8,2900800000.0,128172000000.0,66733000000.0,61439000000.0,64614000000.0,-24209000000.0,-4.94,-6.6,-3.07,12.75,-5.93,16131000000.0,-597000000.0,-17314000000.0,13064000000.0,4.22,8.12,-74.63,60.11,11.84,14.05,0.21,0.0,0.19,5.56,0.15,0.0,1.09,-3.54,0.33,10.0,0.77,8.45,0.51,4.08,62.91,-3.08,5.8,3.2,25.1,-9.61,71.45,26.64,4.03,2.28,0.61,7.02,0.24
2.93,4.6,1.78,-2.49,-2.7,-7.0,-1.5,-5.91,0.87,-3.55,-7.37,-11.59,1.97,2804000000.0,138354000000.0,70353000000.0,68001000000.0,70682000000.0,-22181000000.0,7.94,5.42,10.68,9.39,-8.38,13330000000.0,-3482000000.0,-10122000000.0,10024000000.0,3.34,-17.36,483.25,-41.54,-23.27,-20.85,0.17,-19.05,0.17,-10.53,0.14,-6.67,1.03,-5.5,0.31,-6.06,0.8,3.9,0.53,3.92,67.57,7.41,5.4,-6.9,28.24,12.51,73.46,2.81,3.81,-5.46,0.59,-3.28,0.18
2.75,1.1,-1.58,-2.75,-11.4,-12.39,-15.9,-16.75,-16.46,-17.36,-8.82,-9.66,2.14,2751300000.0,132244000000.0,68209000000.0,64035000000.0,75349000000.0,-20726000000.0,-4.42,-3.05,-5.83,6.6,-6.56,13284000000.0,-1093000000.0,-10410000000.0,9320000000.0,3.17,-0.35,-68.61,2.85,-7.02,-5.09,0.17,0.0,0.15,-11.76,0.12,-14.29,1.07,3.88,0.33,6.45,0.88,10.0,0.61,15.09,59.24,-12.33,6.16,14.07,27.01,-4.36,69.81,-4.97,4.02,5.51,0.62,5.08,0.27
-6.31,13.0,15.2,1.96,25.7,11.41,29.8,15.65,48.99,31.82,46.52,31.15,0.38,394000000.0,6273900000.0,5341400000.0,932500000.0,4113700000.0,-172300000.0,17.59,3.1,502.0,15.42,-75.63,1027000000.0,-606900000.0,-313100000.0,676000000.0,1.68,7.35,115.67,-22.9,-1.47,-1.75,0.75,-75.73,0.58,-12.12,0.27,12.5,5.73,-82.87,0.54,-20.59,1.9,-4.52,1.38,-5.48,187.62,13.76,1.95,-11.76,39.18,12.14,84.18,-0.78,7.71,1.18,1.4,-4.11,1.84
-6.55,10.3,12.29,1.92,14.7,4.22,18.3,6.77,22.97,11.51,22.27,10.0,0.53,388700000.0,6593000000.0,3845500000.0,2747500000.0,4764900000.0,1674800000.0,5.09,-28.01,194.64,15.83,-1072.03,1126700000.0,-428300000.0,-585100000.0,706000000.0,1.78,9.71,-29.43,86.87,4.44,5.95,0.31,-58.67,0.36,-37.93,0.31,14.81,1.4,-75.57,0.26,-51.85,1.81,-4.74,1.35,-2.17,179.88,-4.13,2.03,4.1,39.84,1.68,90.31,7.28,7.89,2.33,1.47,5.0,124.9
-3.14,12.7,15.6,2.55,22.7,8.87,25.9,11.3,28.03,13.63,28.34,13.51,1.54,518500000.0,10112000000.0,7825800000.0,2286200000.0,10627500000.0,-830600000.0,10.66,1.28,62.04,10.2,-44.7,2252000000.0,-528000000.0,-1803000000.0,1669000000.0,3.07,23.63,-14.89,70.25,24.08,25.82,0.76,-20.83,0.49,-5.77,0.39,2.63,3.42,-37.59,0.46,-2.13,1.14,20.0,0.77,16.67,70.73,6.39,5.16,-6.01,44.49,-2.07,64.44,-6.0,4.57,0.66,1.36,1.49,1.03
-0.21,11.2,11.35,0.18,12.9,1.81,14.0,2.54,17.25,5.43,12.67,1.59,1.76,506300000.0,9979000000.0,7935000000.0,2044000000.0,11760000000.0,-942000000.0,-1.32,1.4,-10.59,10.66,13.41,2302000000.0,-613000000.0,-1530000000.0,1618000000.0,3.02,2.22,16.1,-15.14,-3.06,-1.63,0.96,26.32,0.55,12.24,0.44,12.82,3.88,13.45,0.5,8.7,1.26,10.53,0.85,10.39,65.17,-7.86,5.6,8.53,37.9,-14.81,57.77,-10.35,4.92,7.66,1.54,13.24,0.88
-5.72,0.0,4.43,4.44,15.0,15.11,16.6,16.83,17.74,17.76,17.07,16.41,1.96,499500000.0,11134000000.0,7877000000.0,3257000000.0,13157000000.0,134000000.0,11.57,-0.73,59.34,11.88,-114.23,3277000000.0,-841000000.0,-2270000000.0,2702000000.0,5.15,42.35,37.19,48.37,67.0,70.53,0.7,-27.08,0.59,7.27,0.48,9.09,2.42,-37.63,0.38,-24.0,1.06,-15.87,0.72,-15.29,69.83,7.15,5.23,-6.61,38.72,2.16,67.7,17.19,4.36,-11.38,1.38,-10.39,1.57
-0.9,1.5,2.18,0.51,-2.5,-4.25,-3.5,-5.08,-3.05,-4.51,-3.84,-4.7,2.34,487800000.0,11172000000.0,8355000000.0,2817000000.0,14329000000.0,-376000000.0,0.34,6.07,-13.51,8.91,-380.6,3211000000.0,-658000000.0,-2624000000.0,2661000000.0,5.21,-2.01,-21.76,15.59,-1.52,1.17,0.78,11.43,0.62,5.08,0.47,-2.08,2.97,22.73,0.41,7.89,1.0,-5.66,0.67,-6.94,70.13,0.43,5.2,-0.57,37.76,-2.48,66.86,-1.24,4.21,-3.44,1.39,0.72,-31.45
4.48,7.5,4.19,-3.05,10.3,2.82,10.1,2.68,10.47,2.72,10.35,2.11,1.23,976700000.0,12724000000.0,10183000000.0,2541000000.0,15649000000.0,-1457000000.0,13.89,21.88,-9.8,9.21,287.5,2896000000.0,-1213000000.0,-1242000000.0,2896000000.0,2.94,-9.81,84.35,-52.67,8.83,-43.57,0.96,23.08,0.55,-11.29,0.43,-8.51,4.01,35.02,0.51,24.39,1.18,18.0,0.83,23.88,67.8,-3.32,5.38,3.46,36.53,-3.26,63.56,-4.94,4.56,8.31,1.32,-5.04,143.59
-1.92,2.1,3.57,1.4,1.2,-0.78,1.2,-0.87,2.24,0.13,1.69,0.0,1.34,952100000.0,13394000000.0,11004000000.0,2390000000.0,16953000000.0,-1609000000.0,5.27,8.06,-5.94,8.33,10.43,3196000000.0,-865000000.0,-2301000000.0,3196000000.0,3.33,10.36,-28.69,85.27,10.36,13.27,1.03,7.29,0.53,-3.64,0.4,-6.98,4.6,14.71,0.54,5.88,1.22,3.39,0.85,2.41,69.65,2.73,5.24,-2.6,35.63,-2.46,65.83,3.57,4.45,-2.41,1.28,-3.03,8.33
-1.41,-3.9,-2.45,1.43,-3.0,0.58,-4.4,-0.86,-4.78,-0.94,-6.87,-2.74,0.58,236700000.0,5020900000.0,3094000000.0,1926900000.0,2898100000.0,200300000.0,5.55,-2.64,22.03,10.74,-1400.65,695000000.0,-299300000.0,-397800000.0,442500000.0,1.66,-7.73,-48.46,68.85,3.75,15.28,0.22,-21.43,0.24,-20.0,0.18,-18.18,1.61,-19.9,0.37,2.78,1.45,23.93,1.06,24.71,60.47,11.4,6.04,-10.12,62.85,8.83,44.23,5.86,5.02,-7.21,1.18,-8.53,0.16
-1.94,3.2,5.25,2.02,13.7,10.47,18.4,14.78,20.58,16.84,27.08,22.54,0.64,233400000.0,4872200000.0,2785800000.0,2086400000.0,3279100000.0,474600000.0,-2.96,-9.96,8.28,13.15,136.94,950400000.0,-303600000.0,-462200000.0,689900000.0,2.75,36.75,1.44,16.19,55.91,65.66,0.25,13.64,0.29,20.83,0.23,27.78,1.34,-16.77,0.3,-18.92,1.41,-2.76,1.07,0.94,54.21,-10.35,6.73,11.42,59.91,-4.68,42.3,-4.36,5.3,5.58,1.25,5.93,0.14
3.29,11.6,8.03,-3.17,-0.5,-11.05,-6.6,-15.91,-9.11,-18.57,-12.79,-21.84,0.73,236900000.0,18184700000.0,12443600000.0,5741100000.0,3559900000.0,-4389400000.0,273.23,346.68,175.17,8.56,-1024.86,685500000.0,-2024300000.0,2933800000.0,343800000.0,1.32,-27.87,566.77,-734.75,-50.17,-52.0,0.08,-68.0,0.06,-79.31,0.05,-78.26,2.17,61.94,0.51,70.0,1.7,20.57,1.37,28.04,112.33,107.21,3.25,-51.71,112.49,87.76,85.66,102.51,2.96,-44.15,0.37,-70.4,0.18
5.52,74.1,64.11,-5.73,74.3,0.0,71.0,-1.8,49.0,-14.5,52.13,-13.24,0.83,292500000.0,17572300000.0,11412200000.0,6160100000.0,4020600000.0,-3804500000.0,-3.37,-8.29,7.3,12.94,-13.33,1203000000.0,-487900000.0,-1393600000.0,628500000.0,1.99,75.49,-75.9,-147.5,82.81,50.76,0.11,37.5,0.11,83.33,0.09,80.0,1.85,-14.75,0.48,-5.88,1.6,-5.88,1.25,-8.76,62.2,-44.63,5.87,80.62,68.6,-39.02,50.29,-41.29,4.91,65.88,0.67,81.08,0.2
2.0,6.0,2.14,-3.66,-0.1,-5.81,-1.7,-7.45,-5.71,-11.06,1.17,-4.72,1.32,507200000.0,16779900000.0,7533000000.0,9246900000.0,11059200000.0,6597800000.0,7.29,-3.3,17.81,10.0,17.94,2552200000.0,-1260100000.0,-1570900000.0,1679300000.0,3.3,9.0,-2.11,54.8,13.45,15.79,0.18,-14.29,0.2,-13.04,0.19,-9.52,0.81,-18.18,0.22,-8.33,1.13,6.6,0.73,2.82,61.81,1.1,5.91,-1.01,50.88,-8.04,33.92,-6.04,1.7,-2.3,0.84,-1.18,0.17
0.88,7.5,5.72,-1.75,7.8,0.44,7.9,0.0,6.12,-1.28,6.26,-1.65,1.55,494600000.0,17018000000.0,7675500000.0,9342500000.0,11865900000.0,6639600000.0,1.42,1.89,1.03,7.29,0.63,2726200000.0,-495400000.0,-2174900000.0,2191200000.0,4.39,6.82,-60.69,38.45,30.48,33.03,0.19,5.56,0.23,15.0,0.21,10.53,0.82,1.23,0.18,-18.18,1.09,-3.54,0.73,0.0,60.9,-1.47,5.99,1.35,49.33,-3.05,35.83,5.63,1.89,11.18,0.89,5.95,0.16
2.55,5.4,0.13,-5.06,-4.1,-9.21,-7.0,-11.49,-10.64,-15.26,-12.88,-16.81,1.77,474700000.0,16303200000.0,7810500000.0,8492700000.0,12581400000.0,5807100000.0,-4.2,1.76,-9.1,6.03,-12.54,2311800000.0,-596200000.0,-1929700000.0,1602200000.0,3.36,-15.2,20.35,-11.27,-26.88,-23.46,0.18,-5.26,0.22,-4.35,0.21,0.0,0.92,12.2,0.19,5.56,1.03,-5.5,0.65,-10.96,59.06,-3.02,6.18,3.17,48.24,-2.21,35.58,-0.7,2.12,12.17,0.98,10.11,0.16
2.29,5.3,0.13,-5.02,-1.1,-6.28,-5.2,-9.74,-6.29,-10.99,-4.36,-9.09,1.93,458700000.0,17067000000.0,9753600000.0,7313400000.0,7895600000.0,4452900000.0,4.68,24.88,-13.89,-37.24,-23.32,2580000000.0,-1036000000.0,-1551000000.0,1608000000.0,3.48,11.6,73.77,-19.62,0.36,3.57,0.21,16.67,0.24,9.09,0.19,-9.52,1.33,44.57,0.28,47.37,1.05,1.94,0.65,0.0,62.72,6.2,5.82,-5.83,50.93,5.58,37.72,6.01,2.18,2.83,0.98,0.0,0.14
-1.26,9.1,12.24,2.97,10.4,1.55,20.0,10.07,25.64,15.15,21.53,11.11,2.1,443600000.0,18440000000.0,11727000000.0,6713000000.0,8748000000.0,3771000000.0,8.04,20.23,-8.21,10.8,-15.31,2429000000.0,-898000000.0,-1427000000.0,1440000000.0,3.22,-5.85,-13.32,-7.99,-10.45,-7.47,0.27,28.57,0.25,4.17,0.21,10.53,1.75,31.58,0.37,32.14,1.24,18.1,0.74,13.85,71.01,13.22,5.14,-11.68,51.18,0.49,42.1,11.61,2.26,3.67,0.99,1.02,0.16
1.12,6.0,4.57,-1.34,11.1,4.98,11.7,5.17,18.24,11.53,14.37,8.65,0.68,143200000.0,3117600000.0,1076800000.0,2040800000.0,1714000000.0,268300000.0,5.85,0.23,9.08,14.13,90.28,437800000.0,-147800000.0,-226500000.0,361200000.0,2.48,2.17,-18.07,-55.03,-0.96,-1.98,0.15,7.14,0.22,4.76,0.18,0.0,0.53,-7.02,0.22,4.76,1.97,35.86,1.45,42.16,47.73,-4.21,7.65,4.51,35.13,7.99,55.13,4.79,5.43,-1.99,0.88,0.0,0.23
-0.05,6.3,6.33,0.0,10.2,3.79,10.2,3.83,9.68,3.22,12.98,6.19,0.96,140100000.0,4098100000.0,2037000000.0,2061100000.0,1929300000.0,-407600000.0,31.45,89.17,0.99,12.56,-251.92,523600000.0,-741300000.0,305200000.0,449100000.0,3.15,19.6,401.56,-234.75,24.34,27.02,0.17,13.33,0.2,-9.09,0.16,-11.11,0.99,86.79,0.32,45.45,1.29,-34.52,0.95,-34.48,54.22,13.6,6.73,-12.03,37.86,7.77,53.86,-2.3,4.99,-8.1,0.71,-19.32,0.34
-1.15,-1.7,-0.36,1.3,6.8,8.62,11.8,13.33,39.26,41.65,56.55,60.71,0.38,64900000.0,6731200000.0,4661700000.0,2069500000.0,2993200000.0,-1253700000.0,3.06,5.23,-1.51,14.55,0.12,631600000.0,-94900000.0,-283300000.0,520600000.0,7.92,53.12,-73.89,40.25,65.53,77.18,0.2,66.67,0.17,13.33,0.13,18.18,2.25,6.64,0.5,-3.85,1.93,-12.27,1.42,-8.97,101.03,5.9,3.61,-5.74,54.08,-3.03,48.86,15.56,5.38,2.48,0.68,-4.23,0.0
-8.58,-20.2,37.52,72.64,28.6,61.19,43.2,79.55,76.87,121.87,69.35,113.04,0.9,9900000.0,634200000.0,343800000.0,290400000.0,251000000.0,281000000.0,3.64,-14.63,38.81,27.09,41.56,166400000.0,-34700000.0,-42000000.0,123800000.0,11.47,471.82,-19.3,-345.61,-700.97,-685.2,0.22,22.22,0.26,13.04,0.21,16.67,1.18,-38.54,0.28,-9.68,2.14,38.06,1.68,58.49,26.13,-0.76,13.97,0.79,44.92,4.51,33.13,10.8,5.13,-23.66,2.01,-22.99,0.12
2.17,12.1,1.24,-9.84,6.0,-5.56,5.0,-6.33,4.53,-6.83,3.81,-6.12,0.52,20300000.0,811400000.0,458400000.0,353100000.0,305800000.0,341100000.0,27.94,33.33,21.59,21.83,21.39,66100000.0,-97300000.0,42400000.0,-18000000.0,-0.81,-60.28,180.4,-200.95,-114.54,-107.06,0.19,-13.64,0.21,-19.23,0.18,-14.29,1.3,10.17,0.31,10.71,2.08,-2.8,1.61,-4.17,29.5,12.9,12.37,-11.45,50.81,13.11,35.18,6.19,4.05,-21.05,1.76,-12.44,0.15
3.14,28.8,8.31,-15.76,10.5,-13.73,8.1,-16.22,3.35,-19.75,10.09,-15.22,0.56,20700000.0,901100000.0,539500000.0,361600000.0,366300000.0,311400000.0,11.05,17.69,2.41,19.78,-8.71,77400000.0,-101400000.0,-2100000.0,-5800000.0,-0.26,17.1,4.21,-104.95,-67.78,-67.9,0.2,5.26,0.22,4.76,0.17,-5.56,1.49,14.62,0.34,9.68,2.06,-0.96,1.58,-1.86,25.57,-13.32,14.27,15.36,51.65,1.65,31.68,-9.95,4.8,18.52,2.05,16.48,0.14
-2.66,-2.1,14.08,16.55,14.1,15.91,16.2,19.35,10.3,12.65,10.28,12.82,0.6,21300000.0,985500000.0,548100000.0,437300000.0,420500000.0,389000000.0,9.37,1.59,20.93,14.8,24.92,109000000.0,-87400000.0,-29500000.0,25800000.0,1.14,40.83,-13.81,1304.76,-544.83,-538.46,0.18,-10.0,0.23,4.55,0.18,5.88,1.25,-16.11,0.31,-8.82,2.12,2.91,1.46,-7.59,39.1,52.91,9.34,-34.55,51.78,0.25,34.2,7.95,4.27,-11.04,1.83,-10.73,0.13
-12.36,15.9,29.16,11.61,3.6,-10.56,2.5,-11.81,0.32,-13.44,-233.04,-214.29,0.15,20100000.0,240900000.0,80000000.0,160900000.0,112800000.0,156500000.0,4.51,10.5,1.77,11.9,2.35,30400000.0,-100000.0,-7400000.0,30400000.0,1.48,-790.91,-99.69,-143.27,-790.91,-804.76,0.1,-242.86,0.2,0.0,0.2,5.26,0.5,8.7,0.05,-37.5,2.9,-14.45,2.2,-3.08,153.19,-21.69,2.38,27.27,109.7,-5.93,127.34,29.56,59.46,61.27,1.14,11.76,0.09
5.83,17.4,12.37,-4.33,22.9,4.86,23.4,5.51,17.03,-0.35,15.69,-1.79,0.11,30500000.0,333000000.0,132400000.0,200600000.0,127800000.0,195600000.0,38.23,65.5,24.67,13.3,24.98,13000000.0,100000.0,-2700000.0,13000000.0,0.42,-57.24,-200.0,-63.51,-57.24,-71.62,0.09,-10.0,0.21,5.0,0.21,5.0,0.66,32.0,0.03,-40.0,2.12,-26.9,1.56,-29.09,176.29,15.08,2.07,-13.03,125.38,14.29,148.89,16.92,47.22,-20.59,0.96,-15.79,0.1
-8.3,21.3,29.46,6.7,37.8,13.25,36.3,12.69,27.49,5.11,34.46,10.91,133.0,30700000.0,446100000.0,199500000.0,246600000.0,148000000.0,239900000.0,33.96,50.68,22.93,15.81,22.65,38300000.0,-56400000.0,41000000.0,38300000.0,1.24,194.62,-56500.0,-1618.52,194.62,195.24,0.1,11.11,0.2,-4.76,0.2,-4.76,0.81,22.73,0.11,266.67,2.18,2.83,1.48,-5.13,241.66,37.08,1.51,-27.05,110.64,-11.76,201.31,35.21,53.37,13.02,0.87,-9.37,0.26
4.7,14.5,10.81,-3.23,3.4,-9.94,0.6,-12.58,-1.9,-14.33,0.0,-13.11,133.0,30600000.0,425100000.0,169600000.0,255500000.0,168000000.0,250000000.0,-4.71,-14.99,3.61,13.51,4.21,-6400000.0,-4900000.0,-34500000.0,-6400000.0,-0.21,-116.71,-91.31,-184.15,-116.71,-116.94,0.09,-10.0,0.21,5.0,0.2,0.0,0.66,-18.52,0.09,-18.18,2.34,7.34,1.39,-6.08,235.09,-2.72,1.55,2.65,98.59,-10.89,125.91,-37.45,57.94,8.56,1.05,20.69,0.07
-0.49,-8.2,-7.87,0.35,-16.7,-9.09,-21.2,-13.64,-0.22,8.75,-5.88,3.77,0.13,30100000.0,419100000.0,131700000.0,287400000.0,186600000.0,283500000.0,-1.41,-22.35,12.49,11.07,13.4,84600000.0,-6300000.0,-23500000.0,79100000.0,2.63,-1421.87,28.57,-31.88,-1335.94,-1352.38,0.08,-11.11,0.15,-28.57,0.15,-25.0,0.46,-30.3,0.06,-33.33,2.88,23.08,2.07,48.92,177.82,-24.36,2.05,32.26,90.29,-8.42,100.15,-20.46,44.51,-23.18,0.98,-6.67,0.06
-4.86,12.4,16.52,3.67,14.2,2.14,21.4,7.89,16.2,3.36,18.75,5.45,0.26,30400000.0,438100000.0,138200000.0,299900000.0,205500000.0,184900000.0,4.53,4.94,4.35,10.13,-34.78,37800000.0,-77300000.0,-15900000.0,31800000.0,1.04,-55.32,1126.98,-32.34,-59.8,-60.46,0.09,12.5,0.18,20.0,0.18,20.0,0.46,0.0,0.03,-50.0,2.45,-14.93,1.58,-23.67,213.74,20.2,1.71,-16.59,77.38,-14.3,102.59,2.44,41.11,-7.64,1.05,7.14,0.06
1.74,13.4,12.16,-1.15,13.4,0.0,14.6,1.15,13.16,-0.25,9.97,-3.64,0.75,433500000.0,5716200000.0,5004600000.0,711600000.0,3586500000.0,711600000.0,9.13,12.52,-9.97,5.58,-9.97,589800000.0,-287200000.0,-597100000.0,311300000.0,0.71,-25.91,38.14,21.76,-49.9,-48.55,0.75,22.95,0.46,17.95,0.33,17.86,7.03,24.87,0.34,-8.11,2.6,-12.16,2.26,-13.08,96.48,0.31,3.78,-0.26,29.2,0.1,74.12,5.8,2.88,2.86,1.74,4.19,0.04
-6.81,5.7,10.44,4.48,44.2,36.19,51.8,43.18,53.62,45.32,231.22,215.09,0.2,426400000.0,6074000000.0,5361700000.0,712300000.0,4118900000.0,712300000.0,6.26,7.14,0.1,14.84,0.1,733900000.0,-400300000.0,-140800000.0,356500000.0,0.83,24.43,39.38,-76.42,14.52,16.9,2.47,229.33,0.61,32.61,0.42,27.27,7.53,7.11,0.4,17.65,1.22,-53.08,0.88,-61.06,94.72,-1.82,3.85,1.85,23.89,-18.18,68.07,-8.16,7.82,171.53,1.73,-0.57,0.01
1.43,-2.9,-3.68,-0.79,-21.6,-18.88,-24.1,-21.43,-25.29,-23.11,-64.4,-63.47,0.21,426900000.0,6823400000.0,5510800000.0,1312600000.0,4383900000.0,1083300000.0,12.34,2.78,84.28,6.43,52.08,754700000.0,-218300000.0,-361200000.0,458400000.0,1.07,2.83,-45.47,156.53,28.58,28.92,0.48,-80.57,0.28,-54.1,0.22,-47.62,4.2,-44.22,0.47,17.5,1.84,50.82,1.38,56.82,100.16,5.74,3.64,-5.45,27.39,14.65,70.51,3.58,6.95,-11.13,1.5,-13.29,-1.27
-0.77,6.4,6.93,0.48,7.4,0.86,6.7,0.0,3.47,-2.79,-3.12,-8.2,0.22,428800000.0,7873700000.0,6201100000.0,1672600000.0,4610800000.0,629200000.0,15.39,12.53,27.43,5.18,-41.92,689000000.0,-1095700000.0,234700000.0,357800000.0,0.83,-8.71,401.92,-164.98,-21.95,-22.43,0.36,-25.0,0.26,-7.14,0.22,0.0,3.71,-11.67,0.41,-12.77,1.42,-22.83,1.03,-25.36,104.13,3.96,3.51,-3.57,27.76,1.35,73.14,3.73,6.67,-4.03,1.38,-8.0,1.09
-1.56,2.2,3.12,0.96,3.6,0.85,1.8,-1.01,3.67,1.49,96.14,91.07,0.23,430500000.0,7735000000.0,6149800000.0,1585200000.0,4726100000.0,832200000.0,-1.76,-0.83,-5.23,2.5,32.26,628100000.0,-267400000.0,-284500000.0,351700000.0,0.81,-8.84,-75.6,-221.22,-1.7,-2.41,0.75,108.33,0.17,-34.62,0.23,4.55,3.88,4.58,0.42,2.44,1.42,0.0,1.02,-0.97,104.27,0.13,3.5,-0.28,25.04,-9.8,76.34,4.38,7.06,5.85,1.43,3.62,0.27
