cogs_pct_growth,revenue_growth,gross_profit_growth,gross_profit_pct_growth,ebitda_growth,ebitda_pct_growth,ebit_growth,ebit_pct_growth,pre_tax_income_growth,pre_tax_income_pct_growth,net_income_growth,net_income_pct_growth,dividends_per_share,shares_outstanding_basic,total_assets,total_liabilities,shareholders_equity,retained_earnings,tangible_shareholders_equity,total_assets_growth,total_liabilities_growth,shareholders_equity_growth,retained_earnings_growth,tangible_shareholders_equity_growth,cash_from_operations,cash_from_investing,cash_from_financing,free_cashflow,free_cashflow_per_share_diluted,cash_from_operations_growth,cash_from_investing_growth,cash_from_financing_growth,free_cashflow_growth,free_cashflow_per_share_diluted_growth,roe,roe_growth,roic,roic_growth,roce,roce_growth,debt_to_equity,debt_to_equity_growth,leverage,leverage_growth,current_ratio,current_ratio_growth,acid_test,acid_test_growth,days_in_inventory,days_in_inventory_growth,inventory_turns,inventory_turns_growth,days_sales_outstanding,days_sales_outstanding_growth,days_payable_outstanding,days_payable_outstanding_growth,ppe_turnover,ppe_turnover_growth,total_asset_turnover,total_asset_turnover_growth,score
2.55,-1.3,-5.22,-4.12,-13.5,-12.39,-22.2,-20.73,-25.34,-24.3,-25.29,-24.07,0.2,32000000.0,241700000.0,141200000.0,100500000.0,98700000.0,100500000.0,7.33,4.13,12.17,13.97,12.17,26800000.0,-40300000.0,8900000.0,-13400000.0,-0.42,-26.37,-22.65,-51.1,-14.65,-12.5,0.19,-34.48,0.17,-34.62,0.17,-32.0,1.4,-7.28,0.49,11.36,1.6,33.33,1.51,32.46,4.86,4.07,75.1,-3.92,4.12,-40.55,11.67,-64.59,1.17,-12.03,0.99,-8.33,0.0
20.29,-2.6,-35.96,-34.14,-24.9,-22.73,-35.2,-33.33,-42.12,-40.58,-42.05,-41.46,0.2,32200000.0,234000000.0,126800000.0,107200000.0,103600000.0,107200000.0,-3.19,-10.2,6.67,4.96,6.67,27700000.0,-4500000.0,-19700000.0,23200000.0,0.72,3.36,-88.83,-321.35,-273.13,-271.43,0.11,-42.11,0.12,-29.41,0.11,-35.29,1.18,-15.71,0.45,-8.16,1.82,13.75,1.72,13.91,4.57,-5.97,79.87,6.35,4.08,-0.97,6.44,-44.82,1.21,3.42,0.99,0.0,-0.01
4.71,2.3,-12.46,-14.69,-24.7,-26.14,-37.6,-39.22,-39.79,-41.1,-40.71,-41.67,0.12,31600000.0,225300000.0,114500000.0,110800000.0,106400000.0,110800000.0,-3.72,-9.7,3.36,2.7,3.36,23500000.0,-5600000.0,-20500000.0,17900000.0,0.57,-15.16,24.44,4.06,-22.84,-20.83,0.06,-45.45,0.08,-33.33,0.07,-36.36,1.03,-12.71,0.39,-13.33,1.46,-19.78,1.39,-19.19,3.88,-15.1,94.07,17.78,4.75,16.42,7.17,11.34,1.28,5.79,1.06,7.07,0.02
10.63,0.8,-39.88,-40.19,-11.4,-12.39,-18.0,-19.35,-20.0,-20.7,-19.4,-21.43,0.12,31600000.0,216200000.0,103700000.0,112500000.0,108100000.0,112500000.0,-4.04,-9.43,1.53,1.6,1.53,15700000.0,-1900000.0,-13900000.0,13800000.0,0.44,-33.19,-66.07,-32.2,-22.91,-22.81,0.05,-16.67,0.07,-12.5,0.06,-14.29,0.92,-10.68,0.36,-7.69,1.51,3.42,1.44,3.6,3.3,-14.95,110.61,17.58,6.09,28.21,6.96,-2.93,1.36,6.25,1.11,4.72,0.01
0.83,-5.8,-11.33,-5.6,-13.4,-8.08,-15.0,-10.0,-7.61,-1.83,-11.11,-4.55,0.0,31700000.0,205300000.0,91800000.0,113500000.0,109300000.0,113500000.0,-5.04,-11.48,0.89,1.11,0.89,13200000.0,-2600000.0,-14200000.0,10500000.0,0.33,-15.92,36.84,2.16,-23.91,-25.0,0.04,-20.0,0.06,-14.29,0.06,0.0,0.81,-11.96,0.33,-8.33,1.46,-3.31,1.38,-4.17,3.48,5.45,104.89,-5.17,6.62,8.7,6.96,0.0,1.34,-1.47,1.1,-0.9,-0.01
-2.97,-7.6,-4.11,3.63,2.9,11.31,6.5,15.48,8.51,17.42,8.85,17.65,2.15,1327200000.0,109022000000.0,86267000000.0,22755000000.0,80900000000.0,52000000.0,-0.46,-10.08,67.5,14.99,-100.69,20773000000.0,-6729000000.0,-14700000000.0,17326000000.0,12.45,10.42,-27.53,24.22,18.34,24.13,0.59,-35.16,0.41,-14.58,0.25,-3.85,3.79,-46.32,0.46,-6.12,1.36,18.26,1.29,18.35,17.52,3.0,20.83,-2.94,40.92,6.53,52.22,18.25,6.76,-6.63,0.88,-7.37,2.31
-0.64,4.3,5.09,0.88,5.9,1.63,8.4,3.61,8.74,4.28,10.49,6.43,2.5,1268800000.0,113452000000.0,90279000000.0,23173000000.0,92532000000.0,-5451000000.0,4.06,4.65,1.84,14.38,-10582.69,19549000000.0,-8507000000.0,-12429000000.0,15364000000.0,11.49,-5.89,26.42,-15.45,-11.32,-7.71,0.64,8.47,0.45,9.76,0.28,12.0,3.9,2.9,0.44,-4.35,1.19,-12.5,1.13,-12.4,16.6,-5.25,21.99,5.57,39.6,-3.23,52.89,1.28,7.08,4.73,0.88,0.0,0.91
-1.52,7.1,8.96,1.74,5.2,-2.0,6.6,-0.5,6.49,-0.56,6.89,-0.67,2.9,1197000000.0,116433000000.0,96197000000.0,20236000000.0,104857000000.0,-9369000000.0,2.63,6.56,-12.67,13.32,71.88,19846000000.0,-4396000000.0,-13696000000.0,15738000000.0,12.51,1.52,-48.32,10.19,2.43,8.88,0.78,21.87,0.5,11.11,0.29,3.57,4.75,21.79,0.46,4.55,1.21,1.68,1.15,1.77,16.68,0.48,21.88,-0.5,38.16,-3.64,54.75,3.52,7.7,8.76,0.92,4.55,0.65
-3.88,-3.8,0.44,4.48,5.5,9.8,7.4,12.0,7.32,11.56,111.94,120.95,3.3,1142500000.0,119213000000.0,100229000000.0,18984000000.0,117641000000.0,-14050000000.0,2.39,4.19,-6.19,12.19,49.96,19586000000.0,-9004000000.0,-11976000000.0,15504000000.0,12.87,-1.31,104.82,-12.56,-1.49,2.88,1.77,126.92,0.53,6.0,0.3,3.45,5.28,11.16,0.47,2.17,1.13,-6.61,1.08,-6.09,15.9,-4.68,22.96,4.94,37.85,-0.81,55.27,0.95,7.35,-4.55,0.86,-6.52,0.32
0.78,-3.2,-5.59,-2.48,11.4,15.0,2.2,5.49,-10.1,-7.12,-8.03,-4.29,0.32,2388000000.0,114799000000.0,77284000000.0,37515000000.0,29936000000.0,-2194000000.0,1.3,3.89,-3.66,19.88,61.92,13379000000.0,-3580000000.0,-6673000000.0,9684000000.0,3.97,-8.31,-73.89,230.35,-16.52,-12.17,0.2,-4.76,0.21,-8.7,0.15,-16.67,2.06,7.85,0.3,57.89,1.22,24.49,1.08,30.12,25.57,-20.24,14.27,25.4,52.69,0.94,61.78,1.78,10.17,-6.87,1.0,-3.85,0.22
-0.42,10.0,11.52,1.27,12.3,2.17,17.2,6.25,16.56,5.96,14.37,4.48,0.32,2319000000.0,124503000000.0,87322000000.0,37181000000.0,32695000000.0,-9150000000.0,8.45,12.99,-0.89,9.22,317.05,11922000000.0,-11359000000.0,-2913000000.0,7789000000.0,3.28,-10.89,217.29,-56.35,-19.57,-17.38,0.24,20.0,0.25,19.05,0.17,13.33,2.35,14.08,0.3,0.0,1.1,-9.84,0.97,-10.19,24.62,-3.72,14.83,3.92,53.52,1.58,54.7,-11.46,10.71,5.31,1.01,1.0,0.17
0.67,1.0,-1.17,-2.09,-7.7,-8.51,-11.8,-11.76,-18.15,-18.94,-19.26,-20.0,0.4,2094000000.0,129517000000.0,94125000000.0,35392000000.0,35266000000.0,-20057000000.0,4.03,7.79,-4.81,7.86,119.2,12639000000.0,-13959000000.0,-1566000000.0,8100000000.0,3.81,6.01,22.89,-46.24,3.99,16.16,0.2,-16.67,0.2,-20.0,0.14,-17.65,2.66,13.19,0.34,13.33,1.01,-8.18,0.86,-11.34,28.06,13.97,13.01,-12.27,52.28,-2.32,55.26,1.02,10.35,-3.36,0.98,-2.97,-0.51
0.26,-5.4,-6.22,-0.85,-12.1,-6.98,-18.4,-14.44,-232.85,-240.37,-278.82,-287.5,0.5,1974000000.0,108768000000.0,89562000000.0,19206000000.0,21521000000.0,-16378000000.0,-16.02,-4.85,-45.73,-38.98,-18.34,10571000000.0,-3453000000.0,-3860000000.0,6865000000.0,3.48,-16.36,-75.26,146.49,-15.25,-8.66,-0.66,-430.0,0.23,15.0,0.15,7.14,4.66,75.19,0.39,14.71,1.09,7.92,0.95,10.47,24.96,-11.05,14.62,12.38,49.76,-4.82,52.74,-4.56,10.07,-2.71,1.11,13.27,-0.54
-4.62,6.9,8.23,1.26,16.8,9.18,18.3,10.92,26.19,18.01,28.77,20.48,0.52,8813000000.0,86113000000.0,39938000000.0,46175000000.0,-16681000000.0,32623000000.0,10.56,4.56,16.33,-26.91,28.29,24073000000.0,-11314000000.0,-13291000000.0,22096000000.0,2.48,26.45,-28.26,78.09,38.81,40.11,0.41,10.81,0.47,0.0,0.4,0.0,0.86,-10.42,0.16,14.29,2.13,17.03,2.1,16.67,21.79,1.21,16.75,-1.18,76.02,8.74,118.53,18.74,8.19,5.54,0.73,-2.67,0.15
12.25,11.9,8.54,-3.12,11.8,0.0,12.7,0.52,12.23,0.25,23.4,10.33,0.64,8490000000.0,108704000000.0,51621000000.0,57083000000.0,-6332000000.0,43758000000.0,26.23,29.25,23.62,-62.04,34.13,26994000000.0,-14616000000.0,-8376000000.0,24639000000.0,2.87,12.13,29.19,-36.98,11.51,15.73,0.41,0.0,0.39,-17.02,0.34,-15.0,0.9,4.65,0.21,31.25,2.6,22.07,2.56,21.9,32.15,47.54,11.35,-32.24,78.21,2.88,98.34,-17.03,8.57,4.64,0.64,-12.33,0.23
6.78,5.4,3.36,-1.93,3.3,-2.1,2.9,-2.32,-20.68,-24.74,-26.66,-30.51,0.8,8396000000.0,121271000000.0,54908000000.0,66363000000.0,-856000000.0,49741000000.0,11.56,6.37,16.26,-86.48,13.67,31626000000.0,-24786000000.0,-9408000000.0,29321000000.0,3.45,17.16,69.58,12.32,19.0,20.21,0.26,-36.59,0.36,-7.69,0.32,-5.88,0.83,-7.78,0.18,-14.29,2.6,0.0,2.57,0.39,23.67,-26.38,15.42,35.86,78.13,-0.1,86.93,-11.6,8.92,4.08,0.61,-4.69,0.24
-14.19,32.8,36.59,2.76,28.2,-3.33,29.4,-2.72,38.43,4.23,39.32,4.8,0.21,5048000000.0,73535000000.0,52909000000.0,20626000000.0,22581000000.0,-8787000000.0,19.42,13.27,38.74,39.86,-40.94,11214000000.0,-6081000000.0,516000000.0,10764000000.0,2.1,29.18,-41.07,-80.63,27.37,25.75,0.41,0.0,0.36,-2.7,0.21,0.0,2.57,-18.15,0.53,1.92,2.76,50.0,2.74,50.55,21.76,2.69,16.77,-2.67,67.91,-10.66,35.48,-44.05,12.47,28.42,0.48,9.09,-51.16
-13.03,4.2,6.46,2.22,9.3,4.82,10.4,6.16,13.59,9.02,16.78,12.08,0.24,5015000000.0,78327000000.0,53547000000.0,24780000000.0,26087000000.0,-8238000000.0,6.52,1.21,20.14,15.53,-6.25,13743000000.0,-8381000000.0,-6099000000.0,13095000000.0,2.57,22.55,37.82,-1281.98,21.66,22.38,0.4,-2.44,0.37,2.78,0.22,4.76,2.16,-15.95,0.49,-7.55,2.6,-5.8,2.59,-5.47,12.52,-42.46,29.15,73.82,62.7,-7.67,34.69,-2.23,12.29,-1.44,0.47,-2.08,0.17
-1.47,8.2,10.46,1.93,15.5,6.81,16.1,6.84,12.06,3.57,-11.43,-18.26,0.54,363800000.0,27444600000.0,12008200000.0,15436400000.0,7697300000.0,-4842600000.0,2.28,1.59,2.82,14.61,1.39,2067900000.0,-1370900000.0,-917700000.0,1752800000.0,4.78,23.34,-73.34,-125.85,23.81,29.89,0.08,-11.11,0.07,16.67,0.06,0.0,0.78,-1.27,0.36,12.5,2.31,49.03,1.62,44.64,73.02,1.74,5.0,-1.77,52.66,-5.44,32.45,-1.79,7.25,1.12,0.46,6.98,0.09
-1.34,21.0,23.66,2.09,10.7,-8.59,22.6,1.32,38.04,14.06,-2.45,-20.25,0.05,299400000.0,6029100000.0,3019500000.0,3009600000.0,2198300000.0,1900000.0,25.07,16.5,35.04,14.41,-99.91,610500000.0,-1144500000.0,516300000.0,610500000.0,1.98,-5.66,134.72,26.02,-5.66,-54.69,0.1,-23.08,0.17,0.0,0.15,0.0,1.0,-13.79,0.29,-12.12,1.89,2.72,1.5,4.17,63.5,-0.36,5.75,0.35,60.52,7.15,47.94,30.38,7.66,8.04,0.76,-2.56,0.15
-2.28,15.7,19.76,3.59,17.9,2.21,20.7,4.58,21.22,4.87,84.85,60.32,0.05,306800000.0,6890100000.0,3243300000.0,3646700000.0,2719900000.0,304700000.0,14.28,7.41,21.17,23.73,15936.84,214200000.0,-368100000.0,-110300000.0,214200000.0,0.66,-64.91,-67.84,-121.36,-64.91,-66.67,0.15,50.0,0.17,0.0,0.15,0.0,0.89,-11.0,0.27,-6.9,2.13,12.7,1.74,16.0,62.04,-2.3,5.88,2.26,59.85,-1.11,54.72,14.14,9.23,20.5,0.77,1.32,0.13
-2.65,30.1,35.23,3.96,28.8,-1.08,30.6,0.0,32.71,1.93,38.97,6.93,0.06,309000000.0,8493900000.0,3874200000.0,4619700000.0,3448100000.0,-110800000.0,23.28,19.45,26.68,26.77,-136.36,1033200000.0,-1633600000.0,-38100000.0,1033200000.0,3.15,382.35,343.79,-65.46,382.35,377.27,0.16,6.67,0.2,17.65,0.18,20.0,0.84,-5.62,0.2,-25.93,1.33,-37.56,1.01,-41.95,64.29,3.63,5.68,-3.4,65.22,8.97,55.9,2.16,9.15,-0.87,0.81,5.19,0.1
-2.17,14.3,17.68,2.86,12.8,-1.09,12.9,-1.25,15.13,0.78,20.35,5.56,0.07,308900000.0,9163100000.0,4082800000.0,5080400000.0,4324400000.0,-228800000.0,7.88,5.38,9.97,25.41,106.5,1203800000.0,-965400000.0,-511600000.0,1203800000.0,3.67,16.51,-40.9,1242.78,16.51,16.51,0.18,12.5,0.21,5.0,0.18,0.0,0.8,-4.76,0.2,0.0,1.3,-2.26,0.93,-7.92,67.43,4.88,5.41,-4.75,65.28,0.09,63.97,14.44,10.52,14.97,0.86,6.17,0.16
-1.92,20.3,23.29,2.55,20.6,0.0,20.3,0.0,17.34,-2.46,24.97,4.39,0.08,308000000.0,12864200000.0,6219500000.0,6644700000.0,5421800000.0,-1613900000.0,40.39,52.33,30.79,25.38,605.38,1547300000.0,-2769400000.0,1218800000.0,1547300000.0,4.76,28.53,186.87,-338.23,28.53,29.7,0.17,-5.56,0.17,-19.05,0.14,-22.22,0.94,17.5,0.29,45.0,1.4,7.69,1.0,7.53,68.49,1.57,5.33,-1.48,63.8,-2.27,64.62,1.02,10.9,3.61,0.74,-13.95,0.16
-2.48,16.5,20.1,3.16,17.1,0.55,16.0,0.0,14.58,-1.59,22.09,4.2,0.11,311200000.0,17471900000.0,8386200000.0,9085700000.0,6820800000.0,-2720300000.0,35.82,34.84,36.74,25.8,68.55,1699300000.0,-3445800000.0,1712200000.0,1537200000.0,4.67,9.82,24.42,40.48,-0.65,-1.89,0.15,-11.76,0.14,-17.65,0.12,-14.29,0.92,-2.13,0.31,6.9,1.4,0.0,0.98,-2.0,72.79,6.28,5.01,-6.0,65.69,2.96,68.65,6.24,9.95,-8.72,0.63,-14.86,0.16
-1.95,15.2,17.84,2.41,14.0,-1.1,12.1,-2.53,6.85,-7.21,-3.82,-16.13,0.06,638700000.0,17490100000.0,7681600000.0,9808600000.0,8095200000.0,-1921400000.0,0.1,-8.4,7.96,18.68,-29.37,1859000000.0,-567400000.0,-1122300000.0,1665200000.0,2.48,9.4,-83.53,-165.55,8.33,-46.9,0.13,-13.33,0.16,14.29,0.13,8.33,0.78,-15.22,0.28,-9.68,1.53,9.29,1.11,13.27,61.7,-15.24,5.92,18.16,54.46,-17.1,59.9,-12.75,11.45,15.08,0.73,15.87,0.13
-2.69,-17.2,-14.65,2.99,-12.3,6.11,-14.0,3.9,-24.19,-8.49,-12.59,5.77,0.07,641500000.0,19595400000.0,7965200000.0,11630200000.0,9205100000.0,-843200000.0,12.04,3.69,18.57,13.71,-56.12,1722800000.0,-942900000.0,407200000.0,1547400000.0,2.3,-7.33,66.18,-136.28,-7.07,-7.26,0.1,-23.08,0.11,-31.25,0.1,-23.08,0.68,-12.82,0.27,-3.57,1.89,23.53,1.53,37.84,66.55,7.86,5.48,-7.43,66.53,22.16,70.47,17.65,9.2,-19.65,0.54,-26.03,0.12
-5.45,19.3,26.32,5.81,22.4,2.62,23.5,3.12,68.13,40.92,55.68,30.0,0.08,653200000.0,22217100000.0,10792300000.0,11424900000.0,10945900000.0,-2276600000.0,13.38,35.49,-1.77,18.91,170.0,2018700000.0,-2288900000.0,116800000.0,1827600000.0,2.67,17.18,142.75,-71.32,18.11,16.09,0.16,60.0,0.15,36.36,0.11,10.0,0.94,38.24,0.34,25.93,1.83,-3.17,1.48,-3.27,69.23,4.03,5.27,-3.83,61.02,-8.28,66.81,-5.19,11.11,20.76,0.56,3.7,0.15
0.43,28.2,27.67,-0.39,42.2,10.71,38.1,7.88,9.79,-14.41,21.15,-5.59,0.09,676200000.0,29949500000.0,16576600000.0,13372900000.0,13056900000.0,-6941600000.0,34.8,53.6,17.05,19.29,204.91,2732100000.0,-5847300000.0,2088600000.0,2397600000.0,3.42,35.34,155.46,1688.18,31.19,28.09,0.16,0.0,0.15,0.0,0.11,0.0,1.24,31.91,0.41,20.59,1.5,-18.03,1.08,-27.03,82.16,18.68,4.44,-15.75,69.18,13.37,65.6,-1.81,7.66,-31.05,0.54,-3.57,0.11
-1.5,13.5,15.14,1.57,23.5,9.22,21.6,7.3,23.0,8.42,10.12,-2.96,0.12,693400000.0,32941000000.0,18245400000.0,14695600000.0,15379900000.0,-7110400000.0,9.99,10.07,9.89,17.79,2.43,3502100000.0,-1887600000.0,-388400000.0,3043800000.0,4.27,28.18,-67.72,-118.6,26.95,24.85,0.16,0.0,0.17,13.33,0.12,9.09,1.24,0.0,0.43,4.88,1.8,20.0,1.37,26.85,74.82,-8.93,4.88,9.91,65.31,-5.59,63.8,-2.74,8.53,11.36,0.55,1.85,0.09
-5.17,16.4,22.24,4.91,27.8,9.88,30.1,11.92,31.96,13.33,34.7,15.38,0.58,94200000.0,5069500000.0,2318600000.0,2750900000.0,1680800000.0,-1081400000.0,17.14,21.63,13.6,20.44,29.39,499500000.0,-563300000.0,167600000.0,470900000.0,4.87,35.92,50.53,-1332.35,19.7,14.86,0.12,20.0,0.13,18.18,0.11,10.0,0.84,6.33,0.35,6.06,1.85,1.65,1.52,4.83,58.68,-9.5,6.22,10.48,61.69,-9.24,45.27,13.37,23.05,23.13,0.47,0.0,0.13
8.23,-24.0,-32.95,-11.92,-54.3,-40.11,-62.5,-50.98,-66.14,-55.49,-61.79,-49.5,1.16,141600000.0,4305700000.0,2989300000.0,1316400000.0,2667200000.0,172300000.0,-6.27,2.91,-22.05,-40.55,-67.06,526400000.0,-132400000.0,-307400000.0,428400000.0,3.01,-11.8,-40.01,-30.58,-3.9,0.0,0.17,-50.0,0.15,-55.88,0.1,-61.54,2.27,31.98,0.47,34.29,2.25,20.32,1.79,25.17,57.65,-7.86,6.33,8.58,61.19,-0.49,41.39,-12.95,8.14,-20.89,1.01,-18.55,0.31
-11.1,73.6,89.11,8.84,210.4,78.18,269.3,112.21,281.22,119.6,274.23,115.52,1.0,167300000.0,4675500000.0,1814600000.0,2860900000.0,1852600000.0,2446800000.0,19.67,9.29,27.34,36.57,35.84,823200000.0,-359500000.0,-300200000.0,772000000.0,4.53,83.83,57.68,38.79,84.87,87.97,0.28,211.11,0.32,190.91,0.31,210.0,0.63,-14.86,0.2,-13.04,4.18,13.9,3.53,12.06,166.88,-7.16,2.19,7.88,67.05,-23.66,41.42,-14.21,12.34,59.84,0.68,44.68,1.02
5.57,0.1,-3.59,-3.65,-11.1,-10.97,-12.4,-12.33,-12.25,-12.3,-4.85,-4.8,1.4,166800000.0,5100300000.0,1784700000.0,3315600000.0,2247300000.0,2932200000.0,9.09,-1.65,15.89,21.31,19.84,941600000.0,-528900000.0,-364100000.0,884000000.0,5.2,14.38,47.12,21.29,14.51,14.79,0.23,-17.86,0.25,-21.87,0.24,-22.58,0.54,-14.29,0.18,-10.0,4.83,15.55,4.07,15.3,178.6,7.02,2.04,-6.85,80.56,20.15,38.2,-7.77,11.44,-7.29,0.62,-8.82,0.7
1.22,16.8,11.85,-4.46,8.7,-7.34,11.2,-4.3,14.45,-2.03,14.26,-3.23,0.18,26700000.0,871500000.0,318600000.0,552900000.0,553500000.0,462500000.0,15.23,7.85,19.93,21.46,24.03,115000000.0,-52800000.0,-9300000.0,108100000.0,4.04,-34.95,58.08,-13.08,-36.97,-37.07,0.13,-7.14,0.19,-5.0,0.18,-10.0,0.58,-9.37,0.04,33.33,2.43,11.98,2.29,15.08,15.78,-29.9,23.13,42.6,64.82,1324.62,15.16,15.64,25.23,284.6,1.37,0.74,0.03
-3.84,8.6,23.95,14.49,16.4,6.93,11.2,2.25,9.45,0.76,19.28,10.0,0.28,26700000.0,958800000.0,368800000.0,590000000.0,598800000.0,389500000.0,10.02,15.76,6.71,8.18,-15.78,129100000.0,-77300000.0,-12000000.0,120400000.0,4.5,12.26,46.4,29.03,11.38,11.39,0.15,15.38,0.2,5.26,0.19,5.56,0.63,8.62,0.03,-25.0,1.98,-18.52,1.87,-18.34,13.62,-13.69,26.8,15.87,62.81,-3.1,14.44,-4.75,26.84,6.38,1.36,-0.73,0.0
-3.26,15.5,18.68,2.76,121.3,91.08,146.8,113.71,139.11,106.98,109.92,80.95,1.0,21900000.0,201800000.0,25600000.0,176200000.0,55100000.0,173100000.0,11.0,15.84,10.26,10.87,11.1,29200000.0,-1700000.0,-18200000.0,23600000.0,1.05,32.73,-120.0,-34.77,65.03,64.06,0.16,100.0,0.27,125.0,0.26,116.67,0.15,7.14,0.03,0.0,7.65,4.51,6.31,1.77,122.43,22.36,2.98,-18.36,80.71,12.8,37.0,13.25,7.15,11.02,0.9,4.65,0.09
-5.98,6.8,14.44,7.25,14.5,7.46,30.6,21.76,26.84,18.78,24.88,16.77,105000.0,1640000000.0,15063000000.0,3126000000.0,11937000000.0,13394000000.0,11200000000.0,-7.58,-3.4,-8.62,19.14,-8.58,3608000000.0,-1631000000.0,-3540000000.0,2320000000.0,1.39,21.36,46.28,207.83,35.43,43.3,0.19,35.71,0.21,40.0,0.2,42.86,0.26,4.0,0.05,-37.5,3.96,-24.86,3.46,-24.95,68.45,-6.01,5.33,6.39,48.77,-8.99,40.55,26.68,1.02,18.6,0.82,15.49,0.31
-0.69,-6.6,-5.97,0.81,-13.4,-7.17,-26.7,-21.58,-34.52,-29.85,-22.72,-17.18,0.72,1132000000.0,20021000000.0,9060000000.0,10961000000.0,27205000000.0,4041000000.0,-2.32,-5.08,0.08,3.53,12.25,3414000000.0,-1039000000.0,-1951000000.0,2919000000.0,2.55,4.85,-83.17,-175.36,19.63,22.6,0.16,-20.0,0.16,-27.27,0.15,-21.05,0.83,-4.6,0.28,-3.45,2.4,7.14,1.89,9.25,99.32,5.96,3.67,-5.66,35.01,-14.73,25.1,-23.38,3.28,5.81,0.64,-4.48,0.35
2.33,2.8,-0.65,-3.37,-31.2,-33.54,-35.6,-37.93,-44.67,-46.2,-42.8,-43.96,220.0,17400000.0,772900000.0,308300000.0,464600000.0,428600000.0,-24100000.0,25.21,133.03,-4.21,6.43,-132.26,52200000.0,-104800000.0,55800000.0,48700000.0,2.73,-30.4,3642.86,-172.56,-33.56,-30.18,0.06,-40.0,0.08,-42.86,0.07,-50.0,0.66,144.44,0.24,118.18,1.9,-28.57,1.44,-29.76,65.22,35.23,5.6,-26.02,79.74,16.97,41.05,11.43,13.97,-21.34,0.69,-17.86,0.05
1.74,34.8,31.41,-2.74,22.5,-8.57,13.9,-15.56,13.58,-15.72,14.07,-15.69,240.0,17200000.0,815400000.0,262400000.0,553000000.0,418600000.0,53500000.0,5.5,-14.89,19.03,-2.33,-321.99,51800000.0,-43700000.0,-8000000.0,47700000.0,2.72,-0.77,-58.3,-114.34,-2.05,-0.37,0.06,0.0,0.08,0.0,0.08,14.29,0.47,-28.79,0.16,-33.33,1.76,-7.37,1.35,-6.25,44.81,-31.29,8.15,45.54,59.05,-25.95,37.33,-9.06,20.55,47.1,0.88,27.54,0.07
3.84,40.9,32.44,-5.88,38.9,-2.08,33.0,-5.26,19.35,-15.36,15.58,-18.6,240.0,17500000.0,1090100000.0,490400000.0,599700000.0,450000000.0,-70200000.0,33.69,86.89,8.44,7.5,-231.21,36600000.0,-134900000.0,104700000.0,30800000.0,1.73,-29.34,208.7,-1408.75,-35.43,-36.4,0.06,0.0,0.09,12.5,0.08,0.0,0.82,74.47,0.24,50.0,1.52,-13.64,1.2,-11.11,41.37,-7.68,8.82,8.22,58.07,-1.66,42.45,13.72,25.99,26.47,0.93,5.68,-0.5
1.17,0.0,-1.98,-1.9,6.7,7.45,15.4,15.28,15.66,15.74,10.11,11.43,240.0,17600000.0,1073900000.0,433600000.0,640300000.0,479900000.0,-46400000.0,-1.49,-11.58,6.77,6.64,-33.9,81100000.0,-20300000.0,-48200000.0,77900000.0,4.41,121.58,-84.95,-146.04,152.92,154.91,0.06,0.0,0.1,11.11,0.1,25.0,0.68,-17.07,0.21,-12.5,1.63,7.24,1.31,9.17,37.9,-8.39,9.63,9.18,58.27,0.34,40.26,-5.16,31.0,19.28,0.95,2.15,0.06
1.31,-3.8,-6.1,-2.24,-14.7,-11.88,-21.2,-17.5,-21.53,-18.35,-23.84,-20.0,0.24,17500000.0,1125400000.0,435400000.0,690000000.0,551300000.0,-76000000.0,-0.98,-11.0,6.6,5.82,-35.26,61900000.0,-21100000.0,-43300000.0,59600000.0,3.4,-13.55,-82.34,-191.54,-14.12,-14.14,0.05,-28.57,0.07,-22.22,0.07,-22.22,0.63,-17.11,0.21,-16.0,1.63,0.62,1.37,1.48,30.03,-5.45,12.15,5.74,53.61,-10.49,39.01,-13.1,40.74,15.77,0.85,-3.41,0.05
2.24,11.1,6.47,-4.3,27.1,14.61,44.4,28.79,57.09,41.42,53.33,36.11,0.24,17700000.0,1172000000.0,405700000.0,766300000.0,599900000.0,-3900000.0,4.14,-6.82,11.06,8.82,-94.87,54900000.0,-19700000.0,-26500000.0,49700000.0,2.79,-11.31,-6.64,-38.8,-16.61,-17.94,0.07,40.0,0.1,42.86,0.09,28.57,0.53,-15.87,0.17,-19.05,1.8,10.43,1.55,13.14,26.69,-11.12,13.68,12.59,53.54,-0.13,36.7,-5.92,45.65,12.05,0.91,7.06,-1.1
2.36,1.8,-2.97,-4.49,-11.6,-12.75,-14.2,-15.29,-388.51,-383.23,-568.24,-565.31,0.28,17700000.0,888000000.0,393600000.0,494400000.0,347200000.0,21400000.0,-24.23,-2.98,-35.48,-42.12,-648.72,65800000.0,-48400000.0,-23700000.0,58200000.0,3.28,19.85,145.69,-10.57,17.1,17.56,-0.5,-814.29,0.12,20.0,0.11,22.22,0.8,50.94,0.23,35.29,1.89,5.0,1.58,1.94,28.08,5.21,13.0,-4.97,55.01,2.75,35.02,-4.58,40.13,-12.09,1.22,34.07,-0.05
